Pig,Plate,WellPosition,SampleName,Group,Group2,Replicate,Treatment,Treatment2,Timepoint,Time ,CT,CtMean,CtSD,Quantity,QuantityMean,QuantitySD,TotalBacteria,TotalMeanBacteria,WellPositionP,SampleNameP,CTp,CtMeanP,CtPSD,QuantityP,QuantityMeanP,QuantitySDP,ViableBacteria,ViableMeanBacteria,DeltaCT,PercentLive
2,Plate-3,B16,W-6-3,Water-6hr,Water-6hr,3,Water,Water,6hr,6.00,15.95,16.00,0.75,3633.37,3501.59,2147.22,21800196.00,21009559.96,B19,Wp-6-3,16.18,16.09,0.09,3042.05,3261.87,216.42,18252297.46,19571249.48,0.09,0.93
2,Plate-3,B17,W-6-3,Water-6hr,Water-6hr,3,Water,Water,6hr,6.00,16.77,16.00,0.75,1912.06,3501.59,2147.22,11472345.47,21009559.96,B20,Wp-6-3,16.08,16.09,0.09,3284.20,3261.87,216.42,19705212.38,19571249.48,0.09,0.93
2,Plate-3,A21,W-12-1,Water-12hr,Water-12hr,1,Water,Water,12hr,12.00,13.43,13.51,0.23,25836.09,24349.62,4260.24,155016559.64,146097690.58,I9,Wp-12-1,13.68,13.69,0.09,21232.18,21091.69,1504.96,127393095.93,126550157.07,0.18,0.87
2,Plate-3,A22,W-12-1,Water-12hr,Water-12hr,1,Water,Water,12hr,12.00,13.32,13.51,0.23,28121.77,24349.62,4260.24,168730610.65,146097690.58,I10,Wp-12-1,13.79,13.69,0.09,19573.16,21091.69,1504.96,117438985.06,126550157.07,0.18,0.87
2,Plate-3,A23,W-12-1,Water-12hr,Water-12hr,1,Water,Water,12hr,12.00,13.77,13.51,0.23,19870.43,24349.62,4260.24,119222585.65,146097690.58,I11,Wp-12-1,13.60,13.69,0.09,22577.63,21091.69,1504.96,135465802.15,126550157.07,0.18,0.87
2,Plate-3,B21,W-12-2,Water-12hr,Water-12hr,2,Water,Water,12hr,12.00,15.05,15.13,0.33,7316.56,6886.00,1734.94,43899378.44,41316009.35,J9,Wp-12-2,15.54,15.70,0.16,4987.01,4389.76,550.35,29922085.25,26338545.80,0.58,0.64
2,Plate-3,B22,W-12-2,Water-12hr,Water-12hr,2,Water,Water,12hr,12.00,14.84,15.13,0.33,8615.69,6886.00,1734.94,51694115.99,41316009.35,J10,Wp-12-2,15.71,15.70,0.16,4360.45,4389.76,550.35,26162716.14,26338545.80,0.58,0.64
2,Plate-3,B23,W-12-2,Water-12hr,Water-12hr,2,Water,Water,12hr,12.00,15.49,15.13,0.33,5179.69,6886.00,1734.94,31078146.02,41316009.35,J11,Wp-12-2,15.86,15.70,0.16,3890.00,4389.76,550.35,23340011.02,26338545.80,0.58,0.64
2,Plate-3,C21,W-12-3,Water-12hr,Water-12hr,3,Water,Water,12hr,12.00,14.85,14.68,0.16,8532.04,9758.21,1223.63,51192234.62,58549248.32,K9,Wp-12-3,15.53,14.97,0.49,5047.64,7806.46,2762.22,30285862.91,46838731.62,0.29,0.80
2,Plate-3,C22,W-12-3,Water-12hr,Water-12hr,3,Water,Water,12hr,12.00,14.53,14.68,0.16,10970.89,9758.21,1223.63,65825348.44,58549248.32,K10,Wp-12-3,14.76,14.97,0.49,9145.83,7806.46,2762.22,54874980.92,46838731.62,0.29,0.80
2,Plate-3,C23,W-12-3,Water-12hr,Water-12hr,3,Water,Water,12hr,12.00,14.66,14.68,0.16,9926.92,9758.21,1223.63,59561546.19,58549248.32,K11,Wp-12-3,14.61,14.97,0.49,10305.04,7806.46,2762.22,61830255.82,46838731.62,0.29,0.80
2,Plate-3,J12,W-24-1,Water-24hr,Water-24hr,1,Water,Water,24hr,24.00,14.89,14.76,0.12,8251.23,9193.71,854.19,49507356.95,55162240.35,L15,Wp-24-3,14.93,14.92,0.08,8019.05,8119.83,538.09,48114296.12,48718952.24,0.16,0.88
2,Plate-3,J13,W-24-1,Water-24hr,Water-24hr,1,Water,Water,24hr,24.00,14.67,14.76,0.12,9861.89,9193.71,854.19,59171325.26,55162240.35,L16,Wp-24-4,14.99,14.92,0.08,7658.61,8119.83,538.09,45951653.82,48718952.24,0.16,0.88
2,Plate-3,J14,W-24-1,Water-24hr,Water-24hr,1,Water,Water,24hr,24.00,14.71,14.76,0.12,9549.78,9193.71,854.19,57298702.29,55162240.35,L17,Wp-24-5,14.82,14.92,0.08,8717.00,8119.83,538.09,52302028.83,48718952.24,0.16,0.88
2,Plate-3,K12,W-24-2,Water-24hr,Water-24hr,2,Water,Water,24hr,24.00,14.23,14.16,0.09,13893.73,14662.27,995.92,83362394.59,87973608.74,J15,Wp-24-1,14.39,14.60,0.29,12188.44,10372.09,2202.25,73130654.07,62232533.85,0.44,0.71
2,Plate-3,K13,W-24-2,Water-24hr,Water-24hr,2,Water,Water,24hr,24.00,14.06,14.16,0.09,15802.90,14662.27,995.92,94817427.04,87973608.74,J16,Wp-24-1,14.93,14.60,0.29,8037.88,10372.09,2202.25,48227307.42,62232533.85,0.44,0.71
2,Plate-3,K14,W-24-2,Water-24hr,Water-24hr,2,Water,Water,24hr,24.00,14.18,14.16,0.09,14356.49,14662.27,995.92,86138962.84,87973608.74,J17,Wp-24-1,14.48,14.60,0.29,11389.61,10372.09,2202.25,68337652.87,62232533.85,0.44,0.71
2,Plate-3,L12,W-24-3,Water-24hr,Water-24hr,3,Water,Water,24hr,24.00,12.64,12.62,0.03,47828.10,48704.18,965.27,286968609.27,292225071.70,K15,Wp-24-2,13.99,13.06,0.52,16717.44,34373.99,9819.34,100304618.05,206243924.22,0.45,0.71
2,Plate-3,L13,W-24-3,Water-24hr,Water-24hr,3,Water,Water,24hr,24.00,12.59,12.62,0.03,49741.43,48704.18,965.27,298448552.39,292225071.70,K16,Wp-24-2,13.17,13.06,0.52,31640.13,34373.99,9819.34,189840761.35,206243924.22,0.45,0.71
2,Plate-3,L14,W-24-3,Water-24hr,Water-24hr,3,Water,Water,24hr,24.00,12.62,12.62,0.03,48562.03,48704.18,965.27,291372171.54,292225071.70,K17,Wp-24-2,13.03,13.06,0.52,35235.16,34373.99,9819.34,211410981.28,206243924.22,0.45,0.71
2,Plate-3,K18,W-48-1,Water-48hr,Water-48hr,1,Water,Water,48hr,48.00,10.89,10.94,0.05,187102.17,179128.85,6853.84,1122613017.64,1074773089.07,K21,Wp-48-1,11.08,11.14,0.06,161262.22,153595.72,6777.17,967573318.04,921574303.24,0.20,0.86
2,Plate-3,K19,W-48-1,Water-48hr,Water-48hr,1,Water,Water,48hr,48.00,10.98,10.94,0.05,174704.68,179128.85,6853.84,1048228058.15,1074773089.07,K22,Wp-48-1,11.19,11.14,0.06,148185.67,153595.72,6777.17,889114042.02,921574303.24,0.20,0.86
2,Plate-3,K20,W-48-1,Water-48hr,Water-48hr,1,Water,Water,48hr,48.00,10.97,10.94,0.05,175838.65,179128.85,6853.84,1055031924.54,1074773089.07,K23,Wp-48-1,11.16,11.14,0.06,151634.79,153595.72,6777.17,909808718.92,921574303.24,0.20,0.86
2,Plate-3,L18,W-48-2,Water-48hr,Water-48hr,2,Water,Water,48hr,48.00,10.45,10.44,0.01,262687.69,264304.53,1554.70,1576126127.84,1585827171.39,L21,Wp-48-2,9.64,10.67,1.04,493611.74,221284.39,202065.77,2961670440.94,1327706333.01,0.23,0.84
2,Plate-3,L19,W-48-2,Water-48hr,Water-48hr,2,Water,Water,48hr,48.00,10.44,10.44,0.01,264447.55,264304.53,1554.70,1586685322.47,1585827171.39,L22,Wp-48-2,10.66,10.67,1.04,223445.50,221284.39,202065.77,1340672994.64,1327706333.01,0.23,0.84
2,Plate-3,L20,W-48-2,Water-48hr,Water-48hr,2,Water,Water,48hr,48.00,10.44,10.44,0.01,265787.63,264304.53,1554.70,1594725751.27,1585827171.39,L23,Wp-48-2,11.71,10.67,1.04,98241.50,221284.39,202065.77,589449015.14,1327706333.01,0.23,0.84
2,Plate-3,M18,W-48-3,Water-48hr,Water-48hr,3,Water,Water,48hr,48.00,11.09,11.03,0.10,159372.20,167025.16,13168.73,956233179.00,1002150953.97,M21,Wp-48-3,11.62,11.51,0.09,105896.28,114802.22,8092.04,635377708.50,688813292.40,0.48,0.69
2,Plate-3,M19,W-48-3,Water-48hr,Water-48hr,3,Water,Water,48hr,48.00,10.92,11.03,0.10,182559.98,167025.16,13168.73,1095359854.23,1002150953.97,M22,Wp-48-3,11.48,11.51,0.09,117710.39,114802.22,8092.04,706262333.16,688813292.40,0.48,0.69
2,Plate-3,M20,W-48-3,Water-48hr,Water-48hr,3,Water,Water,48hr,48.00,11.09,11.03,0.10,160149.82,167025.16,13168.73,960898925.22,1002150953.97,M23,Wp-48-3,11.44,11.51,0.09,121382.67,114802.22,8092.04,728296017.71,688813292.40,0.48,0.69
2,Plate-3,N2,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,30.81,31.67,0.51,0.03,0.02,0.01,204.27,104.57,,,,,,,,,,,,
2,Plate-3,N3,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.61,31.67,0.51,0.02,0.02,0.01,109.32,104.57,,,,,,,,,,,,
2,Plate-3,N4,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.87,31.67,0.51,0.01,0.02,0.01,89.82,104.57,,,,,,,,,,,,
2,Plate-3,P2,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.66,31.67,0.51,0.02,0.02,0.01,105.61,104.57,,,,,,,,,,,,
2,Plate-3,P3,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.68,31.67,0.51,0.02,0.02,0.01,103.51,104.57,,,,,,,,,,,,
2,Plate-3,P4,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,32.39,31.67,0.51,0.01,0.02,0.01,59.63,104.57,,,,,,,,,,,,
2,Plate-3,I6,F-B-1,CHG Bath (x2) + Chloroprep-Baseline,Baseline,1,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.11,27.23,0.18,0.61,0.56,0.07,3636.79,3333.70,J6,Fp-B-1,27.81,27.87,0.07,0.35,0.34,0.02,2117.66,2011.88,0.65,0.60
2,Plate-3,I7,F-B-1,CHG Bath (x2) + Chloroprep-Baseline,Baseline,1,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.13,27.23,0.18,0.60,0.56,0.07,3582.31,3333.70,J7,Fp-B-1,27.87,27.87,0.07,0.34,0.34,0.02,2021.62,2011.88,0.65,0.60
2,Plate-3,I8,F-B-1,CHG Bath (x2) + Chloroprep-Baseline,Baseline,1,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.43,27.23,0.18,0.47,0.56,0.07,2843.79,3333.70,J8,Fp-B-1,27.95,27.87,0.07,0.32,0.34,0.02,1902.15,2011.88,0.65,0.60
2,Plate-3,K7,F-B-2,CHG Bath (x2) + Chloroprep-Baseline,Baseline,2,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.07,27.15,0.11,0.63,0.59,0.05,3764.93,3534.60,L6,Fp-B-2,28.03,27.93,0.09,0.30,0.32,0.02,1777.90,1927.99,0.78,0.55
2,Plate-3,K8,F-B-2,CHG Bath (x2) + Chloroprep-Baseline,Baseline,2,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.23,27.15,0.11,0.55,0.59,0.05,3318.37,3534.60,L7,Fp-B-2,27.85,27.93,0.09,0.34,0.32,0.02,2048.09,1927.99,0.78,0.55
2,Plate-3,,F-B-2,CHG Bath (x2) + Chloroprep-Baseline,Baseline,2,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,,,,,,,,,L8,Fp-B-2,27.90,27.93,0.09,0.33,0.32,0.02,1968.14,1927.99,,
2,Plate-3,,W-B-2,Water-Baseline,Baseline,2,Water,Baseline,Baseline,-12.00,,,,,,,,,D8,Wp-B-2,27.11,27.65,0.44,0.61,0.40,0.34,3644.22,2398.76,,
2,Plate-3,E9,F-0-1,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,21.98,22.08,0.34,33.02,30.64,0.16,198130.96,183823.83,E12,Fp-0-1,31.37,31.59,0.22,0.02,0.02,0.00,131.62,110.98,9.52,0.00
2,Plate-3,E10,F-0-1,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,21.80,22.08,0.34,38.17,30.64,0.16,228999.77,183823.83,E13,Fp-0-1,31.82,31.59,0.22,0.02,0.02,0.00,93.17,110.98,9.52,0.00
2,Plate-3,E11,F-0-1,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,22.46,22.08,0.34,22.82,30.64,0.16,136904.58,183823.83,E14,Fp-0-1,31.59,31.59,0.22,0.02,0.02,0.00,111.46,110.98,9.52,0.00
2,Plate-3,F9,F-0-2,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,22.08,22.25,0.20,30.63,26.81,0.08,183758.56,160860.56,F12,Fp-0-2,31.43,31.40,0.03,0.02,0.02,0.00,125.84,128.92,9.15,0.00
2,Plate-3,F10,F-0-2,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,22.20,22.25,0.20,27.88,26.81,0.08,167286.96,160860.56,F13,Fp-0-2,31.40,31.40,0.03,0.02,0.02,0.00,128.82,128.92,9.15,0.00
2,Plate-3,F11,F-0-2,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,22.47,22.25,0.20,22.57,26.81,0.08,135406.38,160860.56,F14,Fp-0-2,31.37,31.40,0.03,0.02,0.02,0.00,132.19,128.92,9.15,0.00
2,Plate-3,G9,F-0-3,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,21.22,21.42,0.25,59.86,51.06,0.19,359140.91,306389.58,G12,Fp-0-3,31.23,31.59,0.34,0.02,0.02,0.01,147.48,111.11,10.17,0.00
2,Plate-3,G10,F-0-3,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,21.35,21.42,0.25,54.02,51.06,0.19,324111.36,306389.58,G13,Fp-0-3,31.64,31.59,0.34,0.02,0.02,0.01,107.17,111.11,10.17,0.00
2,Plate-3,G11,F-0-3,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,21.70,21.42,0.25,41.18,51.06,0.19,247094.88,306389.58,G14,Fp-0-3,31.91,31.59,0.34,0.01,0.02,0.01,86.78,111.11,10.17,0.00
2,Plate-3,F16,F-6-1,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,26.60,26.73,0.21,0.91,0.82,0.06,5445.11,4890.52,F18,Fp-6-1,30.77,30.77,0.00,0.04,0.04,0.00,210.65,211.12,4.03,0.04
2,Plate-3,F17,F-6-1,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,26.87,26.73,0.21,0.73,0.82,0.06,4392.42,4890.52,F19,Fp-6-1,30.77,30.77,0.00,0.04,0.04,0.00,211.59,211.12,4.03,0.04
2,Plate-3,G15,F-6-2,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,27.00,27.22,0.21,0.66,0.56,0.06,3978.05,3337.65,G18,Fp-6-2,31.24,31.52,0.25,0.02,0.02,0.00,145.97,117.40,4.30,0.04
2,Plate-3,G16,F-6-2,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,27.21,27.22,0.18,0.56,0.56,0.70,3376.88,3337.65,G19,Fp-6-2,31.60,31.52,0.25,0.02,0.02,0.00,110.51,117.40,4.30,0.04
2,Plate-3,G17,F-6-2,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,27.46,27.22,0.18,0.46,0.56,0.70,2767.82,3337.65,G20,Fp-6-2,31.72,31.52,0.25,0.02,0.02,0.00,100.31,117.40,4.30,0.04
2,Plate-3,H15,F-6-3,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,26.00,25.77,0.74,1.45,1.73,0.51,8685.49,10382.90,H18,Fp-6-3,31.26,31.33,0.19,0.02,0.02,0.00,143.62,136.84,5.56,0.01
2,Plate-3,H16,F-6-3,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,25.85,25.77,0.74,1.63,1.73,0.51,9774.38,10382.90,H19,Fp-6-3,31.17,31.33,0.19,0.03,0.02,0.00,154.04,136.84,5.56,0.01
2,Plate-3,H17,F-6-3,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,26.46,25.77,0.74,1.01,1.73,0.51,6050.16,10382.90,H20,Fp-6-3,31.54,31.33,0.19,0.02,0.02,0.00,115.81,136.84,5.56,0.01
2,Plate-3,G21,F-12-1,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.10,27.26,0.15,0.61,0.54,0.06,3670.25,3258.32,O9,Fp-12-1,28.39,28.65,0.23,0.22,0.18,0.03,1347.54,1101.55,1.39,0.34
2,Plate-3,G22,F-12-1,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.26,27.26,0.15,0.54,0.54,0.06,3240.49,3258.32,O10,Fp-12-1,28.73,28.65,0.23,0.17,0.18,0.03,1029.37,1101.55,1.39,0.34
2,Plate-3,G23,F-12-1,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.40,27.26,0.15,0.48,0.54,0.06,2908.53,3258.32,O11,Fp-12-1,28.82,28.65,0.23,0.16,0.18,0.03,963.59,1101.55,1.39,0.34
2,Plate-3,H21,F-12-2,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,26.32,26.62,0.35,1.13,0.89,0.24,6777.45,5353.43,P9,Fp-12-2,29.18,29.79,0.53,0.12,0.08,0.04,726.55,452.36,3.17,0.08
2,Plate-3,H22,F-12-2,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,26.53,26.62,0.35,0.95,0.89,0.24,5726.90,5353.43,P10,Fp-12-2,30.12,29.79,0.53,0.06,0.08,0.04,348.87,452.36,3.17,0.08
2,Plate-3,H23,F-12-2,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.01,26.62,0.35,0.66,0.89,0.24,3952.86,5353.43,P11,Fp-12-2,30.06,29.79,0.53,0.06,0.08,0.04,365.19,452.36,3.17,0.08
2,Plate-3,I12,F-12-3,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.37,27.47,0.16,0.50,0.46,0.06,2972.21,2759.70,I15,Fp-12-3,28.96,28.98,0.09,0.14,0.14,0.01,864.47,849.39,1.51,0.31
2,Plate-3,I13,F-12-3,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.38,27.47,0.16,0.49,0.46,0.06,2966.73,2759.70,I16,Fp-12-3,28.90,28.98,0.09,0.15,0.14,0.01,904.61,849.39,1.51,0.31
2,Plate-3,I14,F-12-3,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.66,27.47,0.16,0.40,0.46,0.06,2383.56,2759.70,I17,Fp-12-3,29.08,28.98,0.09,0.13,0.14,0.01,783.64,849.39,1.51,0.31
2,Plate-3,P12,F-24-1,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,27.34,27.54,0.19,0.51,0.43,0.07,3041.81,2604.28,P15,Fp-24-1,27.99,28.08,0.09,0.31,0.29,0.02,1838.09,1720.03,0.53,0.66
2,Plate-3,P13,F-24-1,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,27.55,27.54,0.19,0.43,0.43,0.07,2582.85,2604.28,P16,Fp-24-1,28.06,28.08,0.09,0.29,0.29,0.02,1739.39,1720.03,0.53,0.66
2,Plate-3,P14,F-24-1,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,27.73,27.54,0.19,0.37,0.43,0.07,2248.19,2604.28,P17,Fp-24-1,28.18,28.08,0.09,0.27,0.29,0.02,1591.63,1720.03,0.53,0.66
2,Plate-3,I18,F-24-2,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,26.88,26.80,0.08,0.73,0.77,0.05,4356.46,4644.45,I21,Fp-24-2,27.44,27.52,0.11,0.47,0.44,0.04,2811.62,2653.28,0.72,0.57
2,Plate-3,I19,F-24-2,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,26.80,26.80,0.08,0.77,0.77,0.05,4627.87,4644.45,I22,Fp-24-2,27.47,27.52,0.11,0.46,0.44,0.04,2762.32,2653.28,0.72,0.57
2,Plate-3,I20,F-24-2,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,26.71,26.80,0.08,0.83,0.77,0.05,4969.20,4644.45,I23,Fp-24-2,27.65,27.52,0.11,0.40,0.44,0.04,2405.02,2653.28,0.72,0.57
2,Plate-3,J18,F-24-3,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,27.98,26.41,1.80,0.31,1.05,2.51,1850.35,6317.12,J21,Fp-24-3,27.05,27.27,0.19,0.64,0.54,0.08,3815.86,3229.94,0.86,0.51
2,Plate-3,J19,F-24-3,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,24.44,26.41,1.80,4.88,1.05,2.51,29258.78,6317.12,J22,Fp-24-3,27.41,27.27,0.19,0.48,0.54,0.08,2889.92,3229.94,0.86,0.51
2,Plate-3,J20,F-24-3,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,26.80,26.41,1.80,0.78,1.05,2.51,4656.37,6317.12,J23,Fp-24-3,27.34,27.27,0.19,0.51,0.54,0.08,3055.64,3229.94,0.86,0.51
2,Plate-3,I2,F-48-1,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,24.65,25.03,0.33,4.12,3.07,0.39,24716.09,18427.66,L2,Fp-48-1,25.64,25.59,0.08,1.91,1.99,0.05,11458.86,11950.26,0.56,0.65
2,Plate-3,I3,F-48-1,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,25.19,25.03,0.33,2.71,3.07,0.39,16233.62,18427.66,L3,Fp-48-1,25.53,25.59,0.08,2.08,1.99,0.05,12462.73,11950.26,0.56,0.65
2,Plate-3,I4,F-48-1,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,25.25,25.03,0.33,2.60,3.07,0.39,15596.09,18427.66,,,,,,,,,,,,
2,Plate-3,J2,F-48-2,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,25.56,25.54,0.03,2.03,2.06,0.02,12188.83,12357.97,M2,Fp-48-2,25.74,25.78,0.31,1.76,1.72,0.19,10577.94,10291.01,0.23,0.83
2,Plate-3,J3,F-48-2,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,25.53,25.54,0.03,2.09,2.06,0.02,12529.46,12357.97,M3,Fp-48-2,25.49,25.78,0.31,2.14,1.72,0.19,12857.33,10291.01,0.23,0.83
2,Plate-3,,F-48-2,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,,,,,,,,,M4,Fp-48-2,26.10,25.78,0.31,1.34,1.72,0.19,8013.52,10291.01,,
2,Plate-3,K2,F-48-3,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,25.39,25.64,,2.33,1.91,0.24,13953.50,11473.23,O2,Fp-48-3,25.28,25.78,0.95,2.53,1.72,0.44,15156.41,10309.85,0.14,0.90
